
['PA01AI01', '2019121915302362033904']
['PD01AD09', '无']
['PD01BD01', '结清']
['PD01BR01', '2018.05.20']
['PD01BR03', '2018.05.20']
['PD01AD01', 'R1']
['PD01AD02', '商业银行']
['PD01AI02', 'QU']
['PD01AI03', '******']
['PD01AD03', '个人商用房（含商住两用）贷款']
['PD01AR01', '2013.03.10']
['PD01AD04', '日元']
['PD01AJ01', '10000']
['PD01AR02', '2020.12.20']
['PD01AD05', '按期计算还本付息']
['PD01AD06', '年']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '结清']
['PD01BR01', '2018.05.20']
['PD01BR03', '2018.05.20']
['PD01AD01', 'R1']
['PD01AD02', '商业银行']
['PD01AI02', 'QU']
['PD01AI03', '******']
['PD01AD03', '个人助学贷款']
['PD01AR01', '2013.03.12']
['PD01AD04', '人民币元']
['PD01AJ01', '10000']
['PD01AR02', '2020.12.20']
['PD01AD05', '按期计算还本付息']
['PD01AD06', '年']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '结清']
['PD01BR01', '2018.05.20']
['PD01BR03', '2018.05.20']
['PD01AD01', 'R1']
['PD01AD02', '商业银行']
['PD01AI02', 'QU']
['PD01AI03', '******']
['PD01AD03', '约定购回式证券交易']
['PD01AR01', '2013.03.14']
['PD01AD04', '日元']
['PD01AJ01', '10000']
['PD01AR02', '2020.12.20']
['PD01AD05', '按期计算还本付息']
['PD01AD06', '年']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '结清']
['PD01BR01', '2018.05.20']
['PD01BR03', '2018.05.20']
['PD01AD01', 'R1']
['PD01AD02', '商业银行']
['PD01AI02', 'QU']
['PD01AI03', '******']
['PD01AD03', '融资租赁业务']
['PD01AR01', '2013.03.16']
['PD01AD04', '人民币元']
['PD01AJ01', '10000']
['PD01AR02', '2020.12.20']
['PD01AD05', '按期计算还本付息']
['PD01AD06', '年']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '结清']
['PD01BR01', '2018.05.20']
['PD01BR03', '2018.05.20']
['PD01AD01', 'R1']
['PD01AD02', '商业银行']
['PD01AI02', 'QU']
['PD01AI03', '******']
['PD01AD03', '个人住房公积金贷款']
['PD01AR01', '2014.01.10']
['PD01AD04', '人民币元']
['PD01AJ01', '10000']
['PD01AR02', '2020.12.20']
['PD01AD05', '按期计算还本付息']
['PD01AD06', '年']
['PD01AD07', '信用/免担保']
['PD01AD09', '无']
['PD01BD01', '结清']
['PD01BR01', '2018.06.25']
['PD01BR03', '2018.06.25']
['PD01AD01', 'R2']
['PD01AD02', '其他机构']
['PD01AI02', 'XQ']
['PD01AI03', '******']
['PD01AD03', '贷记卡']
['PD01AR01', '2010.01.10']
['PD01AD04', '人民币元']
['PD01AJ02', '70000']
['PD01AD07', '组合（不含保证）']
['PD01BD01', '呆账']
['PD01BJ01', '0']
['PD01BR02', '2017.01.20']
['PD01BR03', '2017.01.20']
['PD01AD01', 'R2']
['PD01AD02', '其他机构']
['PD01AI02', 'XQ']
['PD01AI03', '******']
['PD01AD03', '准贷记卡']
['PD01AR01', '2012.05.10']
['PD01AD04', '日元']
['PD01AJ02', '70000']
['PD01AD07', '组合（不含保证）']
['PD01BD01', '呆账']
['PD01BJ01', '1']
['PD01BR02', '2017.01.01']
['PD01BR03', '2017.06.20']
['PD01AD01', 'R2']
['PD01AD02', '其他机构']
['PD01AI02', 'XQ']
['PD01AI03', '******']
['PD01AI04', 'Y136']
['PD01AD03', '贷记卡']
['PD01AR01', '2014.10.10']
['PD01AD04', '人民币元']
['PD01AJ02', '70000']
['PD01AD07', '组合（不含保证）']
['PD01BD01', '司法追偿']
['PD01BJ01', '1']
['PD01BR02', '2015.09.20']
['PD01BJ02', '1']
['PD01BR03', '2017.06.20']
['PD01CD01', '司法追偿']
['PD01CJ01', '1']
['PD01CJ02', '1']
['PD01CS01', '0']
['PD01CR02', '2017.06.20']
['PD01CJ04', '1']
['PD01CJ05', '1']
['PD01CR03', '2015.09.20']
['PD01CS02', '1']
['PD01CJ06', '100']
['PD01CJ12', '1']
['PD01CJ14', '1']
['PD01CR04', '2017.06.20']
['PD01AD01', 'R2']
['PD01AD02', '其他机构']
['PD01AI02', 'XQ']
['PD01AI03', '******']
['PD01AD03', '贷记卡']
['PD01AR01', '2014.10.11']
['PD01AD04', '人民币元']
['PD01AJ02', '70000']
['PD01AD07', '组合（不含保证）']
['PD01BD01', '司法追偿']
['PD01BJ01', '1']
['PD01BR02', '2017.05.30']
['PD01BJ02', '1']
['PD01BR03', '2017.05.30']
['PD01CD01', '司法追偿']
['PD01CJ01', '1']
['PD01CJ02', '1']
['PD01CS01', '0']
['PD01CR02', '2017.05.30']
['PD01CJ04', '1']
['PD01CJ05', '1']
['PD01CR03', '2017.05.30']
['PD01CS02', '1']
['PD01CJ06', '200']
['PD01CJ12', '1']
['PD01CJ14', '1']
['PD01CR04', '2017.05.30']
['PD01FS01', '12']
['PD01FD01', '展期']
['PD01FR01', '2017.05.10']
['PD01FS02', '1']
['PD01FJ01', '1000']
['PD01FQ01', '展期']
['PD01FD01', '担保人（第三方）代偿']
['PD01FR01', '2017.05.11']
['PD01FS02', '0']
['PD01FJ01', '1000']
['PD01FQ01', '担保人(第三方)代偿']
['PD01FD01', '以资抵债']
['PD01FR01', '2017.05.12']
['PD01FS02', '0']
['PD01FJ01', '1000']
['PD01FQ01', '以资抵债']
['PD01FD01', '提前还款']
['PD01FR01', '2017.05.13']
['PD01FS02', '4']
['PD01FJ01', '1000']
['PD01FQ01', '提前还款']
['PD01FD01', '提前结清']
['PD01FR01', '2017.05.14']
['PD01FS02', '0']
['PD01FJ01', '1000']
['PD01FQ01', '提前结清']
['PD01FD01', '司法追偿']
['PD01FR01', '2017.05.15']
['PD01FS02', '0']
['PD01FJ01', '1000']
['PD01FQ01', '司法追偿']
['PD01FD01', '债务减免']
['PD01FR01', '2017.05.16']
['PD01FS02', '0']
['PD01FJ01', '1000']
['PD01FQ01', '债务减免']
['PD01FD01', '资产剥离']
['PD01FR01', '2017.05.17']
['PD01FS02', '0']
['PD01FJ01', '1000']
['PD01FQ01', '资产剥离']
['PD01FD01', '资产转让']
['PD01FR01', '2017.05.18']
['PD01FS02', '0']
['PD01FJ01', '1000']
['PD01FQ01', '资产转让']
['PD01FD01', '信用卡个性化分期']
['PD01FR01', '2017.05.19']
['PD01FS02', '14']
['PD01FJ01', '1000']
['PD01FQ01', '信用卡个性化分期']
['PD01FD01', '银行主动延期']
['PD01FR01', '2017.05.21']
['PD01FS02', '16']
['PD01FJ01', '1000']
['PD01FQ01', '银行主动延期']
['PD01FD01', '强制平仓']
['PD01FR01', '2017.05.22']
['PD01FS02', '0']
['PD01FJ01', '1000']
['PD01FQ01', '强制平仓']
['PD01AD01', 'R2']
['PD01AD02', '其他机构']
['PD01AI02', 'XQ']
['PD01AI03', '******']
['PD01AI04', 'S010']
['PD01AD03', '大额专项分期卡']
['PD01AR01', '2015.01.09']
['PD01AD04', '美元']
['PD01AJ02', '70000']
['PD01AD07', '组合（不含保证）']
['PD01BJ01', '11000']
['PD01BR02', '2017.05.20']
['PD01BJ02', '11000']
['PD01BD04', 'N']
['PD01BR03', '2017.05.16']
['PD01CD01', '正常']
['PD01CJ01', '1000']
['PD01CJ02', '3000']
['PD01CJ03', '333']
['PD01CS01', '10']
['PD01CR02', '2017.05.15']
['PD01CJ04', '10000']
['PD01CJ05', '0']
['PD01CR03', '2017.05.15']
['PD01CS02', '4']
['PD01CJ06', '11000']
['PD01CJ12', '3667']
['PD01CJ14', '22222']
['PD01CR04', '2017.05.16']
['PD01HS01', '1']
['PD01HJ01', '200000']
['PD01HR01', '2016.06.10']
['PD01HR02', '2018.03.09']
['PD01HJ02', '100000']
['PD01AD01', 'R2']
['PD01AD02', '其他机构']
['PD01AI02', 'XQ']
['PD01AI03', '******']
['PD01AD03', '贷记卡']
['PD01AR01', '2015.01.10']
['PD01AD04', '人民币元']
['PD01AJ02', '70000']
['PD01AD07', '组合（不含保证）']
['PD01BD01', '司法追偿']
['PD01BJ01', '1']
['PD01BR02', '2015.09.20']
['PD01BJ02', '1']
['PD01BR03', '2017.05.20']
['PD01CD01', '司法追偿']
['PD01CJ01', '1']
['PD01CJ02', '1']
['PD01CS01', '0']
['PD01CR02', '2017.05.20']
['PD01CJ04', '1']
['PD01CJ05', '1']
['PD01CR03', '2015.09.20']
['PD01CS02', '1']
['PD01CJ06', '200']
['PD01CJ12', '1']
['PD01CJ14', '1']
['PD01CR04', '2017.05.20']
['PD01AD01', 'R2']
['PD01AD02', '其他机构']
['PD01AI02', 'XQ']
['PD01AI03', '******']
['PD01AD03', '贷记卡']
['PD01AR01', '2015.01.10']
['PD01AD04', '人民币元']
['PD01AJ02', '80000']
['PD01AD07', '信用/免担保']
['PD01BD01', '正常']
['PD01BJ01', '2000']
['PD01BR02', '2017.05.15']
['PD01BJ02', '0']
['PD01BR03', '2017.05.16']
['PD01CD01', '正常']
['PD01CJ01', '2000']
['PD01CJ02', '3000']
['PD01CS01', '10']
['PD01CR02', '2017.05.15']
['PD01CJ04', '10000']
['PD01CJ05', '0']
['PD01CR03', '2017.05.15']
['PD01CS02', '4']
['PD01CJ06', '11000']
['PD01CJ12', '6500']
['PD01CJ14', '10000']
['PD01CR04', '2017.05.16']
['PD01AD01', 'R2']
['PD01AD02', '其他机构']
['PD01AI02', 'XQ']
['PD01AI03', '******']
['PD01AD03', '贷记卡']
['PD01AR01', '2015.09.10']
['PD01AD04', '人民币元']
['PD01AJ02', '70000']
['PD01AD07', '组合（不含保证）']
['PD01BD01', '司法追偿']
['PD01BJ01', '1']
['PD01BR02', '2017.05.20']
['PD01BJ02', '1']
['PD01BR03', '2017.05.20']
['PD01CD01', '司法追偿']
['PD01CJ01', '1']
['PD01CJ02', '1']
['PD01CS01', '0']
['PD01CR02', '2017.05.20']
['PD01CJ04', '1']
['PD01CJ05', '1']
['PD01CR03', '2017.05.20']
['PD01CS02', '1']
['PD01CJ06', '200']
['PD01CJ12', '1']
['PD01CJ14', '1']
['PD01CR04', '2017.05.20']
['PD01AD01', 'R2']
['PD01AD02', '其他机构']
['PD01AI02', 'XQ']
['PD01AI03', '******']
['PD01AD03', '贷记卡']
['PD01AR01', '2016.06.10']
['PD01AD04', '人民币元']
['PD01AJ02', '70000']
['PD01AD07', '组合（不含保证）']
['PD01BD01', '正常']
['PD01BJ01', '100']
['PD01BR02', '2017.01.10']
['PD01BJ02', '1']
['PD01BR03', '2017.06.15']
['PD01CD01', '正常']
['PD01CJ01', '100']
['PD01CJ02', '100']
['PD01CS01', '0']
['PD01CR02', '2017.06.15']
['PD01CJ04', '1']
['PD01CJ05', '1']
['PD01CR03', '2017.01.10']
['PD01CS02', '1']
['PD01CJ06', '100']
['PD01CJ12', '100']
['PD01CJ14', '100']
['PD01CR04', '2017.06.15']
['PD01FS01', '1']
['PD01FD01', '信用卡个性化分期']
['PD01FR01', '2017.06.01']
['PD01FS02', '99']
['PD01FJ01', '10']
['PD01FQ01', '中国人民征信']
['PD01AD01', 'R2']
['PD01AD02', '其他机构']
['PD01AI02', 'XQ']
['PD01AI03', '******']
['PD01AD03', '贷记卡']
['PD01AR01', '2014.10.11']
['PD01AD04', '人民币元']
['PD01AJ02', '70000']
['PD01AD07', '组合（不含保证）']
['PD01BD01', '司法追偿']
['PD01BJ01', '100']
['PD01BR02', '2015.09.20']
['PD01BJ02', '1']
['PD01BR03', '2017.05.20']
['PD01CD01', '司法追偿']
['PD01CJ01', '100']
['PD01CJ02', '100']
['PD01CS01', '0']
['PD01CR02', '2017.05.20']
['PD01CJ04', '1']
['PD01CJ05', '1']
['PD01CR03', '2015.09.20']
['PD01CS02', '1']
['PD01CJ06', '200']
['PD01CJ12', '100']
['PD01CJ14', '100']
['PD01CR04', '2017.05.20']
['PD01AD01', 'R2']
['PD01AD02', '其他机构']
['PD01AI02', 'XQ']
['PD01AI03', '******']
['PD01AD03', '贷记卡']
['PD01AR01', '2015.01.10']
['PD01AD04', '人民币元']
['PD01AJ02', '70000']
['PD01AD07', '组合（不含保证）']
['PD01BD01', '司法追偿']
['PD01BJ01', '100']
['PD01BR02', '2015.09.20']
['PD01BJ02', '1']
['PD01BR03', '2017.05.20']
['PD01CD01', '司法追偿']
['PD01CJ01', '100']
['PD01CJ02', '200']
['PD01CS01', '0']
['PD01CR02', '2017.05.20']
['PD01CJ04', '1']
['PD01CJ05', '1']
['PD01CR03', '2015.09.20']
['PD01CS02', '1']
['PD01CJ06', '200']
['PD01CJ12', '200']
['PD01CJ14', '200']
['PD01CR04', '2017.05.20']
['PD01AD01', 'R2']
['PD01AD02', '村镇银行']
['PD01AI02', 'GQ']
['PD01AI03', '******']
['PD01AD03', '贷记卡']
['PD01AR01', '2010.01.10']
['PD01AD04', '人民币元']
['PD01AJ02', '100000']
['PD01AD07', '信用/免担保']
['PD01BD01', '银行止付']
['PD01BJ01', '1']
['PD01BR02', '2017.06.14']
['PD01BJ02', '1']
['PD01BR03', '2017.06.15']
['PD01CD01', '银行止付']
['PD01CJ01', '1']
['PD01CJ02', '1000']
['PD01CS01', '0']
['PD01CR02', '2017.06.14']
['PD01CJ04', '1']
['PD01CJ05', '1']
['PD01CR03', '2017.06.14']
['PD01CS02', '1']
['PD01CJ06', '1']
['PD01CJ12', '1000']
['PD01CJ14', '1000']
['PD01CR04', '2017.06.15']
['PD01AD01', 'R2']
['PD01AD02', '其他机构']
['PD01AI02', 'XQ']
['PD01AI03', '******']
['PD01AI04', 'Y136']
['PD01AD03', '贷记卡']
['PD01AR01', '2012.08.10']
['PD01AD04', '人民币元']
['PD01AJ02', '70000']
['PD01AD07', '组合（不含保证）']
['PD01BD01', '银行止付']
['PD01BJ01', '1']
['PD01BR02', '2017.06.20']
['PD01BJ02', '1']
['PD01BR03', '2017.06.20']
['PD01CD01', '银行止付']
['PD01CJ01', '1']
['PD01CJ02', '1000']
['PD01CS01', '0']
['PD01CR02', '2017.06.20']
['PD01CJ04', '1']
['PD01CJ05', '1']
['PD01CR03', '2017.06.20']
['PD01CS02', '1']
['PD01CJ06', '100']
['PD01CJ12', '1667']
['PD01CJ14', '2000']
['PD01CR04', '2017.06.20']
['PD01AD01', 'R2']
['PD01AD02', '其他机构']
['PD01AI02', 'XQ']
['PD01AI03', '******']
['PD01AD03', '贷记卡']
['PD01AR01', '2012.08.19']
['PD01AD04', '人民币元']
['PD01AJ02', '70000']
['PD01AD07', '组合（不含保证）']
['PD01BD01', '银行止付']
['PD01BJ01', '1']
['PD01BR02', '2017.06.20']
['PD01BJ02', '1']
['PD01BR03', '2017.06.20']
['PD01CD01', '银行止付']
['PD01CJ01', '1']
['PD01CJ02', '1000']
['PD01CS01', '0']
['PD01CR02', '2017.06.20']
['PD01CJ04', '1']
['PD01CJ05', '1']
['PD01CR03', '2017.06.20']
['PD01CS02', '1']
['PD01CJ06', '200']
['PD01CJ12', '1000']
['PD01CJ14', '1000']
['PD01CR04', '2017.06.20']
['PD01AD01', 'R2']
['PD01AD02', '村镇银行']
['PD01AI02', 'GQ']
['PD01AI03', '******']
['PD01AD03', '贷记卡']
['PD01AR01', '2015.01.10']
['PD01AD04', '美元']
['PD01AJ02', '100006']
['PD01AD07', '信用/免担保']
['PD01BD01', '银行止付']
['PD01BJ01', '1']
['PD01BR02', '2017.06.14']
['PD01BJ02', '1']
['PD01BR03', '2017.06.15']
['PD01CD01', '银行止付']
['PD01CJ01', '1']
['PD01CJ02', '1000']
['PD01CS01', '0']
['PD01CR02', '2017.06.14']
['PD01CJ04', '1']
['PD01CJ05', '1']
['PD01CR03', '2017.06.14']
['PD01CS02', '1']
['PD01CJ06', '1']
['PD01CJ12', '1000']
['PD01CJ14', '1000']
['PD01CR04', '2017.06.15']
['PD01AD01', 'R2']
['PD01AD02', '其他机构']
['PD01AI02', 'XQ']
['PD01AI03', '******']
['PD01AD03', '贷记卡']
['PD01AR01', '2007.01.10']
['PD01AD04', '人民币元']
['PD01AJ02', '70000']
['PD01AD07', '组合（不含保证）']
['PD01BD01', '正常']
['PD01BJ01', '0']
['PD01BR02', '2010.08.10']
['PD01BJ02', '1']
['PD01BR03', '2010.08.10']
['PD01CD01', '正常']
['PD01CJ01', '0']
['PD01CJ02', '100']
['PD01CS01', '0']
['PD01CR02', '2010.08.10']
['PD01CJ04', '1']
['PD01CJ05', '1']
['PD01CR03', '2010.08.10']
['PD01CS02', '0']
['PD01CJ06', '0']
['PD01CJ12', '100']
['PD01CJ14', '100']
['PD01CR04', '2010.08.10']
['PD01AD01', 'R2']
['PD01AD02', '其他机构']
['PD01AI02', 'XQ']
['PD01AI03', '******']
['PD01AD03', '贷记卡']
['PD01AR01', '2010.01.19']
['PD01AD04', '人民币元']
['PD01AJ02', '70000']
['PD01AD07', '组合（不含保证）']
['PD01BD01', '正常']
['PD01BJ01', '0']
['PD01BR02', '2010.08.10']
['PD01BJ02', '1']
['PD01BR03', '2010.08.10']
['PD01CD01', '正常']
['PD01CJ01', '0']
['PD01CJ02', '100']
['PD01CS01', '0']
['PD01CR02', '2010.08.10']
['PD01CJ04', '1']
['PD01CJ05', '1']
['PD01CR03', '2010.08.10']
['PD01CS02', '0']
['PD01CJ06', '0']
['PD01CJ12', '100']
['PD01CJ14', '100']
['PD01CR04', '2010.08.10']
['PD01AD01', 'R2']
['PD01AD02', '其他机构']
['PD01AI02', 'XQ']
['PD01AI03', '******']
['PD01AD03', '贷记卡']
['PD01AR01', '2012.10.11']
['PD01AD04', '人民币元']
['PD01AJ02', '70000']
['PD01AD07', '组合（不含保证）']
['PD01BD01', '司法追偿']
['PD01BJ01', '1']
['PD01BR02', '2014.11.20']
['PD01BJ02', '1']
['PD01BR03', '2014.11.20']
['PD01CD01', '司法追偿']
['PD01CJ01', '1']
['PD01CJ02', '1']
['PD01CS01', '0']
['PD01CR02', '2014.11.20']
['PD01CJ04', '1']
['PD01CJ05', '1']
['PD01CR03', '2014.11.20']
['PD01CS02', '1']
['PD01CJ06', '200']
['PD01CJ12', '1']
['PD01CJ14', '1']
['PD01CR04', '2014.11.20']
['PD01AD01', 'R2']
['PD01AD02', '其他机构']
['PD01AI02', 'XQ']
['PD01AI03', '******']
['PD01AD03', '贷记卡']
['PD01AR01', '2013.11.10']
['PD01AD04', '人民币元']
['PD01AJ02', '70000']
['PD01AD07', '组合（不含保证）']
['PD01BD01', '销户']
['PD01BR01', '2014.05.10']
['PD01BR03', '2014.05.10']
['PD01AD01', 'R2']
['PD01AD02', '其他机构']
['PD01AI02', 'XQ']
['PD01AI03', '******']
['PD01AI04', 'Y136']
['PD01AD03', '贷记卡']
['PD01AR01', '2014.01.10']
['PD01AD04', '人民币元']
['PD01AJ02', '70000']
['PD01AD07', '组合（不含保证）']
['PD01BD01', '销户']
['PD01BR01', '2017.06.20']
['PD01BR03', '2017.06.20']
['PD01AD01', 'R2']
['PD01AD02', '其他机构']
['PD01AI02', 'XQ']
['PD01AI03', '******']
['PD01AD03', '贷记卡']
['PD01AR01', '2015.01.10']
['PD01AD04', '人民币元']
['PD01AJ02', '70000']
['PD01AD07', '组合（不含保证）']
['PD01BD01', '销户']
['PD01BR01', '2016.01.10']
['PD01BR03', '2016.01.10']
['PD01AD01', 'R2']
['PD01AD02', '其他机构']
['PD01AI02', 'XQ']
['PD01AI03', '******']
['PD01AD03', '贷记卡']
['PD01AR01', '2015.01.10']
['PD01AD04', '人民币元']
['PD01AJ02', '70000']
['PD01AD07', '组合（不含保证）']
['PD01BD01', '销户']
['PD01BR01', '2016.01.10']
['PD01BR03', '2016.01.10']
['PD01AD01', 'R2']
['PD01AD02', '其他机构']
['PD01AI02', 'XQ']
['PD01AI03', '******']
['PD01AI04', 'Y136']
['PD01AD03', '贷记卡']
['PD01AR01', '2017.01.10']
['PD01AD04', '人民币元']
['PD01AJ02', '70000']
['PD01AD07', '组合（不含保证）']
['PD01BD01', '销户']
['PD01BR01', '2017.06.30']
['PD01BR03', '2017.06.30']
['PD01AD01', 'R2']
['PD01AD02', '其他机构']
['PD01AI02', 'XQ']
['PD01AI03', '******']
['PD01AI04', 'Y136']
['PD01AD03', '贷记卡']
['PD01AR01', '2017.01.10']
['PD01AD04', '人民币元']
['PD01AJ02', '70000']
['PD01AD07', '组合（不含保证）']
['PD01BD01', '未激活']
['PD01BR03', '2017.01.10']
['PD01AD01', 'R2']
['PD01AD02', '其他机构']
['PD01AI02', 'XQ']
['PD01AI03', '******']
['PD01AD03', '准贷记卡']
['PD01AR01', '2017.02.10']
['PD01AD04', '人民币元']
['PD01AJ02', '70000']
['PD01AD07', '组合（不含保证）']
['PD01BD01', '未激活']
['PD01BR03', '2017.02.10']
['PD01AD01', 'R3']
['PD01AD02', '村镇银行']
['PD01AI02', 'GQ']
['PD01AI03', '******']
['PD01AI04', 'P531']
['PD01AR01', '2012.05.10']
['PD01AD04', '人民币元']
['PD01AJ02', '80000']
['PD01AD07', '信用/免担保']
['PD01BD01', '呆账']
['PD01BJ01', '2000']
['PD01BR02', '2017.01.01']
['PD01BR03', '2017.06.20']
['PD01AD01', 'R3']
['PD01AD02', '村镇银行']
['PD01AI02', 'GQ']
['PD01AI03', '******']
['PD01AR01', '2016.06.10']
['PD01AD04', '人民币元']
['PD01AJ02', '80000']
['PD01AD07', '信用/免担保']
['PD01BD01', '呆账']
['PD01BJ01', '1000']
['PD01BR02', '2017.01.10']
['PD01BR03', '2017.06.15']
['PD01AD01', 'R3']
['PD01AD02', '村镇银行']
['PD01AI02', 'GQ']
['PD01AI03', '******']
['PD01AR01', '2014.02.10']
['PD01AD04', '美元']
['PD01AJ02', '70000']
['PD01AD07', '信用/免担保']
['PD01BD01', '正常']
['PD01BJ01', '20000']
['PD01BR02', '2017.06.15']
['PD01BJ02', '0']
['PD01BR03', '2017.06.15']
['PD01CD01', '正常']
['PD01CJ01', '20000']
['PD01CR02', '2017.06.15']
['PD01CJ05', '0']
['PD01CR03', '2017.06.15']
['PD01CJ11', '20000']
['PD01CJ13', '20000']
['PD01CJ15', '20000']
['PD01CR04', '2017.06.15']
['PD01AD01', 'R3']
['PD01AD02', '村镇银行']
['PD01AI02', 'GQ']
['PD01AI03', '******']
['PD01AR01', '2014.03.10']
['PD01AD04', '美元']
['PD01AJ02', '70000']
['PD01AD07', '信用/免担保']
['PD01BD01', '正常']
['PD01BJ01', '20000']
['PD01BR02', '2017.06.15']
['PD01BJ02', '0']
['PD01BR03', '2017.06.15']
['PD01CD01', '正常']
['PD01CJ01', '20000']
['PD01CR02', '2017.06.15']
['PD01CJ05', '0']
['PD01CR03', '2017.06.15']
['PD01CJ11', '20000']
['PD01CJ13', '20000']
['PD01CJ15', '20000']
['PD01CR04', '2017.06.15']
['PD01AD01', 'R3']
['PD01AD02', '村镇银行']
['PD01AI02', 'GQ']
['PD01AI03', '******']
['PD01AI04', 'C373']
['PD01AR01', '2015.01.09']
['PD01AD04', '美元']
['PD01AJ02', '70000']
['PD01AD07', '信用/免担保']
['PD01BD01', '正常']
['PD01BJ01', '20000']
['PD01BR02', '2017.06.15']
['PD01BJ02', '0']
['PD01BR03', '2017.06.15']
['PD01CD01', '正常']
['PD01CJ01', '20000']
['PD01CR02', '2017.06.15']
['PD01CJ05', '0']
['PD01CR03', '2017.06.15']
['PD01CJ11', '20000']
['PD01CJ13', '5350']
['PD01CJ15', '21000']
['PD01CR04', '2017.06.15']
['PD01FS01', '3']
['PD01FD01', '以资抵债']
['PD01FR01', '2017.05.10']
['PD01FS02', '20']
['PD01FJ01', '10000']
['PD01FQ01', '测试1']
['PD01FD01', '提前还款']
['PD01FR01', '2017.05.11']
['PD01FS02', '20']
['PD01FJ01', '10000']
['PD01FQ01', '测试2']
['PD01FD01', '资产转让']
['PD01FR01', '2017.05.12']
['PD01FS02', '20']
['PD01FJ01', '100']
['PD01FQ01', '测试3']
['PD01AD01', 'R3']
['PD01AD02', '村镇银行']
['PD01AI02', 'GQ']
['PD01AI03', '******']
['PD01AR01', '2015.01.11']
['PD01AD04', '美元']
['PD01AJ02', '70000']
['PD01AD07', '信用/免担保']
['PD01BD01', '正常']
['PD01BJ01', '20000']
['PD01BR02', '2017.06.15']
['PD01BJ02', '0']
['PD01BR03', '2017.06.15']
['PD01CD01', '正常']
['PD01CJ01', '20000']
['PD01CR02', '2017.06.15']
['PD01CJ05', '0']
['PD01CR03', '2017.06.15']
['PD01CJ11', '0']
['PD01CJ13', '15000']
['PD01CJ15', '20000']
['PD01CR04', '2017.06.15']
['PD01AD01', 'R3']
['PD01AD02', '村镇银行']
['PD01AI02', 'GQ']
['PD01AI03', '******']
['PD01AR01', '2014.02.09']
['PD01AD04', '美元']
['PD01AJ02', '70000']
['PD01AD07', '信用/免担保']
['PD01BD01', '正常']
['PD01BJ01', '20000']
['PD01BR02', '2017.06.15']
['PD01BJ02', '0']
['PD01BR03', '2017.06.15']
['PD01CD01', '正常']
['PD01CJ01', '20000']
['PD01CR02', '2017.06.15']
['PD01CJ05', '0']
['PD01CR03', '2017.06.15']
['PD01CJ11', '20000']
['PD01CJ13', '20000']
['PD01CJ15', '20000']
['PD01CR04', '2017.06.15']
['PD01AD01', 'R3']
['PD01AD02', '村镇银行']
['PD01AI02', 'GQ']
['PD01AI03', '******']
['PD01AR01', '2014.03.09']
['PD01AD04', '美元']
['PD01AJ02', '70000']
['PD01AD07', '信用/免担保']
['PD01BD01', '正常']
['PD01BJ01', '20000']
['PD01BR02', '2017.06.15']
['PD01BJ02', '0']
['PD01BR03', '2017.06.15']
['PD01CD01', '正常']
['PD01CJ01', '20000']
['PD01CR02', '2017.06.15']
['PD01CJ05', '0']
['PD01CR03', '2017.06.15']
['PD01CJ11', '20000']
['PD01CJ13', '20000']
['PD01CJ15', '20000']
['PD01CR04', '2017.06.15']
['PD01AD01', 'R3']
['PD01AD02', '村镇银行']
['PD01AI02', 'GQ']
['PD01AI03', '******']
['PD01AR01', '2009.10.10']
['PD01AD04', '人民币元']
['PD01AJ02', '60000']
['PD01AD07', '信用/免担保']
['PD01BD01', '银行止付']
['PD01BJ01', '1']
['PD01BR02', '2017.06.20']
['PD01BJ02', '0']
['PD01BR03', '2017.06.20']
['PD01CD01', '银行止付']
['PD01CJ01', '1']
['PD01CR02', '2017.06.20']
['PD01CJ05', '0']
['PD01CR03', '2017.06.20']
['PD01CJ11', '0']
['PD01CJ13', '1']
['PD01CJ15', '1']
['PD01CR04', '2017.06.20']
['PD01AD01', 'R3']
['PD01AD02', '村镇银行']
['PD01AI02', 'GQ']
['PD01AI03', '******']
['PD01AR01', '2010.10.10']
['PD01AD04', '人民币元']
['PD01AJ02', '80000']
['PD01AD07', '信用/免担保']
['PD01BD01', '银行止付']
['PD01BJ01', '1']
['PD01BR02', '2017.06.20']
['PD01BJ02', '0']
['PD01BR03', '2017.06.20']
['PD01CD01', '银行止付']
['PD01CJ01', '1']
['PD01CR02', '2017.06.20']
['PD01CJ05', '0']
['PD01CR03', '2017.06.20']
['PD01CJ11', '0']
['PD01CJ13', '1']
['PD01CJ15', '1']
['PD01CR04', '2017.06.20']
['PD01FS01', '1']
['PD01FD01', '信用卡个性化分期']
['PD01FR01', '2017.06.01']
['PD01FS02', '99']
['PD01FJ01', '10']
['PD01FQ01', '特殊交易明细信息']
['PD01AD01', 'R3']
['PD01AD02', '村镇银行']
['PD01AI02', 'GQ']
['PD01AI03', '******']
['PD01AR01', '2014.11.11']
['PD01AD04', '人民币元']
['PD01AJ02', '60000']
['PD01AD07', '信用/免担保']
['PD01BD01', '正常']
['PD01BJ01', '20000']
['PD01BR02', '2014.11.20']
['PD01BJ02', '0']
['PD01BR03', '2014.11.20']
['PD01CD01', '正常']
['PD01CJ01', '20000']
